Almacenamiento interno,Capacidad,Cámara,Descripcion,Direccion,Fecha,Marca,Megapíxeles,Modelo del procesador,NFC,Núcleos del procesador,Número de artículo,Precio,Pulgadas,Sistema operativo,Tamaño,Tecnología de imagen,Tipo,Velocidad 
8GB ,1GB ,,"Móvil - Zopo Color E, 8GB, red 4G, Dual SIM, pantalla HD 5"", 8 mpx, negro",https://tiendas.mediamarkt.es/p/movil-zopo-color-e-8gb-red-4g-dual-1295257#specifications,08/25/18 - 18:46:44,Zopo,,,,4 ,1295257.0,85.99,5 ,Android ,"De 5” a 5,4” ",IPS ,,
,3GB ,,"Móvil - Asus Zenfone Selfie (ZD551KL), 32GB, Dual SIM, 5.5 pulgadas, plateado",https://tiendas.mediamarkt.es/p/movil-asus-zenfone-selfie-zd551kl-1295590#specifications,08/25/18 - 18:46:45,Asus,,,,8 ,1295590.0,281.0,5.5 ,Android ,,,,
16GB ,2GB ,Sí ,"Móvil - BQ Aquaris X5, 16GB, red 4G, Dual SIM, pantalla HD 5"", 13 mpx, Negro ",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-x5-16gb-red-4g-dua-1299611#specifications,08/25/18 - 18:46:47,BQ,,,No ,4 ,1299611.0,222.0,5 ,Android ,,,,
32GB ,3GB ,,"Móvil - Sony Xperia Z5 Premium, 32GB, red 4G, pantalla 4K FHD 5,5"", 23 mpx, negro",https://tiendas.mediamarkt.es/p/movil-sony-xperia-z5-premium-32gb-re-1300816#specifications,08/25/18 - 18:46:47,Sony,,,,8 ,1300816.0,828.0,5.5 ,Android ,"Mas de 5,5” ",Triluminos Display™ ,,
8GB ROM ,1 ,,"Móvil - Alcatel OneTouch Pop Star 5P, Dual SIM, 8 GB, pantalla 5"" HD, Carcasa Blanca, amarilla y verde",https://tiendas.mediamarkt.es/p/movil-alcatel-onetouch-pop-star-5p-dual-sim-1294038#specifications,08/25/18 - 18:46:49,Alcatel,,,,4 ,1294038.0,75.99,5 ,Otros ,,,Capacitiva ,
8GB ROM ,1 ,,"Móvil - Alcatel OneTouch Pop Star 5P, Dual SIM, 8 GB, pantalla 5"" HD, Carcasa negra y blanca",https://tiendas.mediamarkt.es/p/movil-alcatel-onetouch-pop-star-5p-du-1294037#specifications,08/25/18 - 18:46:52,Alcatel,,,,,1294037.0,77.99,5 ,Otros ,,,,
16GB ,2GB ,Sí ,"Móvil - BQ Aquaris M5.5 de 16GB con Dual SIM, red 4G, pantalla FHD 5.5"", negro",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-m5-5-dual-sim-16gb-1294761#specifications,08/25/18 - 18:46:55,BQ,,,,8 ,1294761.0,304.0,5.5 ,Android ,"Mas de 5,5” ",Quantum Color + ,,
16GB ,,Sí ,"Móvil - Apple iPhone 6S Plus, 16GB, pantalla 5.5 pulgadas, red 4G, oro rosa",https://tiendas.mediamarkt.es/p/movil-apple-iphone-6s-plus-16gb-rosa-1296087#specifications,08/25/18 - 18:46:56,Apple,,,,,1296087.0,796.0,5.5 ,iOS ,"5,5"" ",,,
32GB ,3GB ,Sí ,"Móvil - BQ Aquaris M5 32GB, Dual Sim, Blanco",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-m5-32gb-dual-sim-bl-1286416#specifications,08/25/18 - 18:47:00,BQ,,,,8 ,1286416.0,316.0,5 ,Android ,,,,
8GB ,1GB ,,"Móvil - Zopo Color E, 8GB, red 4G, Dual SIM, pantalla HD 5"", 8 mpx, rosa",https://tiendas.mediamarkt.es/p/movil-zopo-color-e-8gb-red-4g-dual-1295259#specifications,08/25/18 - 18:47:01,Zopo,,,,4 ,1295259.0,96.99,5 ,Android ,"De 5” a 5,4” ",IPS ,,
8GB ,1GB ,,"Móvil - Huawei Y6, 8GB, red 4G, pantalla HD 5"", cámara 8 mpx, blanco",https://tiendas.mediamarkt.es/p/movil-huawei-y6-8gb-red-4g-pantalla-1294960#specifications,08/25/18 - 18:47:02,Huawei,,,,4 ,1294960.0,162.0,5 ,Android ,"De 5” a 5,4” ",IPS ,,
16GB ,2GB ,Sí ,"Móvil - Wiko Highway Star Dorado, 16GB, red 4G, Dual SIM, pantalla HD de 5"" y cámara de 13 mp",https://tiendas.mediamarkt.es/p/movil-wiko-highway-star-dorado-16gb-1287481#specifications,08/25/18 - 18:47:03,Wiko,,,No ,8 ,1287481.0,224.0,5 ,Android ,"Mas de 5,5” ",AMOLED ,,
8GB ,1.5 RAM ,Sí ,"Móvil - Samsung Galaxy J5 Dorado de 8 GB con red 4G, pantalla de 5 pulgadas",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-j5-dorado-de-8-gb-1288503#specifications,08/25/18 - 18:47:07,Samsung,,,,4 ,1288503.0,182.0,5 ,,"De 5” a 5,4” ",sAMOLED ,,
8GB ,1.5 RAM ,Sí ,"Móvil - Samsung Galaxy J5 Negro de 8 GB con red 4G, pantalla de 5 pulgadas",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-j5-negro-de-8-gb-1288504#specifications,08/25/18 - 18:47:08,Samsung,,,,4 ,1288504.0,185.0,5 ,Android ,"De 5” a 5,4” ",sAMOLED ,,
32GB ,4GB ,Sí ,"Móvil - Asus Zenfone 2, 32GB, pantalla 5,5"", red 4G, Dual SIM, Quad Core, plateado",https://tiendas.mediamarkt.es/p/movil-asus-zenfone-2-32gb-dual-sim-5-pulgadas-1294248#specifications,08/25/18 - 18:47:09,Asus,,,Sí ,4 ,1294248.0,281.0,5.5 ,Android ,"5,5 ",,,
32GB ,4GB ,Sí ,"Móvil - Asus Zenfone 2, 32GB, pantalla 5,5"", red 4G, Dual SIM, Quad Core, negro",https://tiendas.mediamarkt.es/p/movil-asus-zenfone-2-32gb-pantalla-5-1294245#specifications,08/25/18 - 18:47:11,Asus,,,Sí ,4 ,1294245.0,285.0,5.5 ,Android ,"5,5 ",,,
16GB ,1GB ,Sí ,"Móvil - BQ Aquaris A4.5 Android One, Dual SIM, 16GB, pantalla de 4,5"", red 4G, negro",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-a4-5-dual-sim-16gb-android-one-1294428#specifications,08/25/18 - 18:47:12,BQ,,,,4 ,1294428.0,146.0,4.5 ,Android ,"4,5"" ",,,
16GB ,2048 MB ,,"Móvil - Acer Liquid Z630, 16GB, 5.5 pulgadas, red 4G, negro",https://tiendas.mediamarkt.es/p/movil-acer-liquid-z630-8gb-5-5-pulgadas-red-4g-1294384#specifications,08/25/18 - 18:47:15,Acer,,,,4 ,1294384.0,184.0,5.5 ,Android ,"5,5 Mpx ",,,
8 GB ,Más de 8 GB ,Sí ,"Móvil - Alcatel POP 4, 5 pulgadas, HD IPS, 4G, 8GB, Negro",https://tiendas.mediamarkt.es/p/movil-alcatel-pop-4-5-pulgadas-hd-ip-1331485#specifications,08/25/18 - 18:47:16,Alcatel,,,,,1331485.0,79.0,5 ,Android ,"De 5” a 5,4” ",IPS ,Capacitiva ,
32GB ,4GB ,Sí ,"Móvil - Honor 8, 32GB, red 4G, Dual Camera, 5.2"", Negro",https://tiendas.mediamarkt.es/p/movil-honor-8-32gb-red-4g-dual-camera-negro-1337923#specifications,08/25/18 - 18:47:17,Honor,,,,8 ,1337923.0,388.0,5.2 ,Android ,,,,
16GB ,2GB ,,"Móvil - Motorola Moto G4 Play, red 4G, 16GB, Blanco",https://tiendas.mediamarkt.es/p/movil-motorola-moto-g4-play-red-4g-16gb-1338471#specifications,08/25/18 - 18:47:19,Motorola,,,,,1338471.0,159.0,5 ,Marshmallow Android™ 6.0.1 ,,,,
8 GB ,1 GB ,Sí ,"Móvil - ZTE Blade L5 Plus, Pantalla HD de 5"", 8 GB, 1 GB RAM, Dual SIM, Negro",https://tiendas.mediamarkt.es/p/movil-zte-blade-l5-plus-5-3g-4-negro-1338917#specifications,08/25/18 - 18:47:20,ZTE,,,,4 ,1338917.0,77.99,,5.1 Lollipop ,"De 5” a 5,4” ",,,
8 GB ,1 GB ,Sí ,"Móvil - ZTE Blade L5 Plus, Pantalla HD de 5"", 8 GB, 1 GB RAM, Dual SIM, Blanco",https://tiendas.mediamarkt.es/p/movil-zte-blade-l5-plus-5-3g-4-blanco-1338951#specifications,08/25/18 - 18:47:23,ZTE,,,,4 ,1338951.0,78.99,,5.1 Lollipop ,,,,
128GB ,,,"Móvil - iPhone 7 PLUS de 128GB, pantalla Retina HD de 5.5"" y doble cámara, Plata",https://tiendas.mediamarkt.es/p/movil-iphone-7-plus-de-128gb-pantalla-1339981#specifications,08/25/18 - 18:47:24,Apple,,,Sí ,4 ,1339981.0,850.0,5.5 ,iOS 10 ,"Mas de 5,5” ",Pantalla Multi-Touch con tecnología IPS con retroiluminación por LED ,,
128GB ,,,"Móvil - iPhone 7 PLUS de 128GB, pantalla Retina HD de 5.5"" y doble cámara, Dorado",https://tiendas.mediamarkt.es/p/movil-iphone-7-plus-de-128gb-pantalla-dorado-1339982#specifications,08/25/18 - 18:47:28,Apple,,,Sí ,4 ,1339982.0,850.0,5.5 ,iOS 10 ,"Mas de 5,5” ",Pantalla Multi-Touch con tecnología IPS con retroiluminación por LED ,,
8GB ,1 GB ,Sí ,"Móvil - Wiko Jerry, 5 pulgadas, Dual SIM, 3G, 4 núcleos, 8GB, Marshmallow 6.0, Rosa",https://tiendas.mediamarkt.es/p/movil-wiko-jerry-5-pulgadas-dual-sim-rosa-1329456#specifications,08/25/18 - 18:47:29,Wiko,,,No ,4 ,1329456.0,64.9,5 ,6.0 Marshmallow ,,IPS ,,
16 GB ,2 GB ,,"Móvil - LG X Power, 5,3 pulgadas, 13 MP, 16 GB, negro",https://tiendas.mediamarkt.es/p/movil-lg-x-power-5-3-pulgadas-13-megapixeles-16-gb-1340664#specifications,08/25/18 - 18:47:32,LG,,,,,1340664.0,177.0,5.3 ,Android M ,,IPS LCD ,Capacitiva ,
16GB ,1GB ,,"Móvil - Zopo Color F2, 16GB, red 4G, Dual SIM, Negro",https://tiendas.mediamarkt.es/p/movil-zopo-color-f2-16gb-red-4g-dua-negro-1339796#specifications,08/25/18 - 18:47:36,Zopo,,,,,1339796.0,128.0,5 ,Android ,"5"" ",,,
16GB ,1 GB ,Sí ,"Móvil - Zopo COLOR C3, 5 pulgadas, 4G, 16GB, Dual SIM, Rosa",https://tiendas.mediamarkt.es/p/movil-zopo-color-c3-5-pulgadas-4g-1-rosa-1339788#specifications,08/25/18 - 18:47:37,Zopo,,,,,1339788.0,79.99,5 ,Android 6.0 Marshmallow ,"De 5” a 5,4” ",TFT IPS 720p ,Capacitiva ,
16GB ,1GB ,,"Móvil - Zopo Color F2, 16GB, red 4G, Dual SIM, Dorado",https://tiendas.mediamarkt.es/p/movil-zopo-color-f2-16gb-red-4g-dua-dorado-1339798#specifications,08/25/18 - 18:47:40,Zopo,,,,,1339798.0,134.0,5 ,Android ,"5"" ",,,
16GB ,1 GB ,Sí ,"Móvil - Zopo COLOR C3, 5 pulgadas, 4G, 16GB, Dual SIM, Dorado",https://tiendas.mediamarkt.es/p/movil-zopo-color-c3-5-pulgadas-4g-1-1339787#specifications,08/25/18 - 18:47:41,Zopo,,,,,1339787.0,81.99,5 ,Android 6.0 Marshmallow ,"De 5” a 5,4” ",TFT IPS 720p ,Capacitiva ,
,1 GB ,,"Móvil - Wiko Robby, 5.5"", Dual SIM, 3G, 16GB, Cámaras de 8MP y 5 MP, Dorado",https://tiendas.mediamarkt.es/p/movil-wiko-robby-5-5-dualsim-3g-16gb-dorado-1323286#specifications,08/25/18 - 18:47:42,Wiko,,,,4 ,1323286.0,89.9,5.5 ,6.0 ,"Mas de 5,5” ","IPS, Full Lamination ",,
,1 GB ,,"Móvil - Wiko Robby, 5.5"", Dual SIM, 3G, 16GB, Cámaras de 8MP y 5MP, Gris",https://tiendas.mediamarkt.es/p/movil-wiko-robby-5-5-dual-sim-3g-gris-1323287#specifications,08/25/18 - 18:47:43,Wiko,,,,4 ,1323287.0,89.9,5.5 ,6.0 ,"Mas de 5,5” ","IPS, Full Lamination ",,
8GB ,1 GB ,Sí ,"Móvil - Wiko Jerry, 5 pulgadas, Dual SIM, 3G, 4 núcleos, 8GB, Marshmallow 6.0, Negro",https://tiendas.mediamarkt.es/p/movil-wiko-jerry-5pulgadas-dual-sim-negro-1329453#specifications,08/25/18 - 18:47:44,Wiko,,,No ,4 ,1329453.0,64.9,5 ,6.0 Marshmallow ,,IPS ,,
128 GB ,,,"Móvil - iPhone 7 de 128GB con red 4G LTE, pantalla Retina HD de 4.7"" y cámara gran angular de 12 Mpx, negro brillante",https://tiendas.mediamarkt.es/p/apple-iphone-7-128gb-jet-black-retina-hd-1340022#specifications,08/25/18 - 18:47:46,Apple,,,Sí ,,1340022.0,729.0,4.7 ,iOS ,4.7 pulgadas ,,,
256 GB ,hasta 10 días (250 horas) ,,"Móvil - iPhone 7 de 256GB con red 4G LTE, pantalla Retina HD de 4.7"" y cámara gran angular de 12 Mpx, Negro",https://tiendas.mediamarkt.es/p/movil-iphone-7-de-256gb-con-red-4g-lte-1340023#specifications,08/25/18 - 18:47:47,Apple,,,Sí ,,1340023.0,855.0,4.7 ,iOS ,4.7 pulgadas ,,,
256 GB ,,,"Móvil - iPhone 7 de 256GB con red 4G LTE, pantalla Retina HD de 4.7"" y cámara gran angular de 12 Mpx, Plata",https://tiendas.mediamarkt.es/p/movil-iphone-7-256gb-red-4g-lte-plata-1340024#specifications,08/25/18 - 18:47:48,Apple,,,Sí ,1 ,1340024.0,855.0,4.7 ,iOS ,,,,
16GB ,2GB ,Sí ,"Móvil - BQ AQ X5 PLUS, 5"", 16GB, 4G, Dual SIM, Negro ",https://tiendas.mediamarkt.es/p/movil-bq-aq-x5-plus-16gb-4g-dual-si-negro-1335781#specifications,08/25/18 - 18:47:50,BQ,,,Sí ,,1335781.0,259.0,5 ,Android ,"5"" ",,,
32GB ,3GB ,Sí ,"Móvil - Motorola Moto X Style, 32GB, red 4G, pantalla Quad HD 5,7"", 21 mpx, blanco",https://tiendas.mediamarkt.es/p/motorola-motox-style-57p4g6n32gbw-10096587#specifications,08/25/18 - 18:47:51,Motorola,,,,6 ,1300823.0,568.0,5.7 ,Android ,"Mas de 5,5” ",LCD IPS TFT ,,
16GB ,3 GB ,,"Móvil - Sony Xperia XA Ultra, 6"", 16GB, red 4G, Cámara 21.5 MP, Oro",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xa-ultra-6-32gb-oro-1334601#specifications,08/25/18 - 18:47:52,Sony,,,Sí ,8 ,1334601.0,402.0,6 ,6.0 ,"6"" ",,,
32 ,2.700 mAh ,Sí ,"Móvil - Sony Xperia X Performance, 32GB, Cámara 23MP, Pantalla Full HD 5"", Negro",https://tiendas.mediamarkt.es/p/movil-sony-xperia-x-performance-32gb-negro-1334602#specifications,08/25/18 - 18:47:53,Sony,,,Sí ,4 ,1334602.0,658.0,5 ,Google Android™ M ,,X-Reality para móviles ,,
16GB ,Más de 8 GB ,,"Móvil - Wiko U Feel Lite marrón de 5 pulgadas, 16GB, 4G, 4 núcleos ",https://tiendas.mediamarkt.es/p/movil-wiko-u-feel-lite-marron-de-5-pul-16gb-4g-u-nucleos-1329457#specifications,08/25/18 - 18:47:54,Wiko,,,,4 ,1329457.0,111.0,5 ,Android ,,,,
16GB ,Más de 8 GB ,,"Móvil - Wiko U Feel Lite rosa de 5 pulgadas, 16GB, 4G, 4 núcleos ",https://tiendas.mediamarkt.es/p/movil-wiko-u-feel-lite-rosa-de-5-pulga-16gb-4g-4-nucleos-1329458#specifications,08/25/18 - 18:47:58,Wiko,,,,4 ,1329458.0,163.0,5 ,Android ,,,,
8GB ,1.5GB ,,"Móvil - LG K8, Pantalla HD 5"", 4G, Quad Core, 8GB Memoria, Cámara 8MP, Blanco",https://tiendas.mediamarkt.es/p/movil-lg-k8-pantalla-hd-5-4g-quad-core-blanco1323074#specifications,08/25/18 - 18:48:01,LG,,,Sí ,4 ,1323074.0,149.0,5 ,Android ,"5"" ",,,
32 GB ,2800 mAh ,Sí ,"Móvil - ZTE Axon Mini, 32GB, 4G, Pantalla 5.2"" FHD, Dual Sim, 8N, Force Touch, Oro",https://tiendas.mediamarkt.es/p/movil-zte-axon-mini-32gb-4g-oro-1322980#specifications,08/25/18 - 18:48:02,ZTE,,,,8 ,1322980.0,265.0,5.2 ,,,,,
8 GB ,Más de 8 GB ,Sí ,"Móvil - Alcatel PIXI 4, 5"" TFT, red 3G, 8GB, Blanco",https://tiendas.mediamarkt.es/p/movil-alcatel-pixi-4-5-tft-3g-8gb-blanco-1331479#specifications,08/25/18 - 18:48:06,Alcatel,,,,,1331479.0,71.99,5 ,Android ,"De 5” a 5,4” ",TFT-TN ,Capacitiva ,
16 GB ,2 GB ,Sí ,"Móvil - ZTE Blade V580, 5.5 Pulgadas, FHD, 4G, 8 Núcleos, 16GB, Gris",https://tiendas.mediamarkt.es/p/movil-zte-blade-v580-5-5-pulgadas-fhd-gris-1333111#specifications,08/25/18 - 18:48:09,ZTE,,,,8 ,1333111.0,247.0,,5.1 ,,,,
8 GB ,Más de 8 GB ,Sí ,"Móvil - Alcatel POP 4, 5 pulgadas, HD IPS, 4G, 8GB, Blanco",https://tiendas.mediamarkt.es/p/movil-alcatel-pop-4-5-pulgadas-hd-ips-blanco-1331486#specifications,08/25/18 - 18:48:10,Alcatel,,,,,1331486.0,79.0,5 ,Android ,"De 5” a 5,4” ",IPS ,Capacitiva ,
16 GB ,1.5 GB ,,"Móvil - Alcatel POP 4 Plus, Dual Sim, 5.5 pulgadas, HD IPS, 16 GB, Blanco",https://tiendas.mediamarkt.es/p/movil-alcatel-pop-4-plus-dual-sim-5-5-pulgadas-hd-ips-16-gb-blanco-1331492#specifications,08/25/18 - 18:48:12,Alcatel,,,,4 ,1331492.0,119.0,,Android ,,,,
16 GB ,1.5 GB ,,"Móvil - Alcatel POP 4 Plus, Dual Sim, 5.5 pulgadas, HD IPS, 16 GB, 4G, Rojo ",https://tiendas.mediamarkt.es/p/movil-alcatel-pop-4-plus-dual-sim-16gb-rojo-1331493#specifications,08/25/18 - 18:48:13,Alcatel,,,,4 ,1331493.0,119.0,,Android ,,,,
16GB ,"1,5GB ",Sí ,"Móvil - LG K10, 5.3'', HD, 16 GB, 1.5 GB RAM, 13 MP + 5 MP, Red 4G, Dual SIM, Blanco",https://tiendas.mediamarkt.es/p/movil-lg-k10-red-4g-dual-sim-blanco-1327922#specifications,08/25/18 - 18:48:14,LG,,,,,1327922.0,179.0,5.3 ,Android ,"De 5” a 5,4” ",IPS LCD ,,
16GB ,2 GB ,Sí ,"Móvil - LG X SCREEN, sistema Always On, 16 GB de memoria, Negro",https://tiendas.mediamarkt.es/p/movil-lg-electronics-x-screen-sistema-1331839#specifications,08/25/18 - 18:48:15,LG,,,Sí ,,1331839.0,209.0,4.93 ,Android ,"De 4” a 4,9” ",IPS LCD ,,
16GB ,2 GB ,Sí ,"Móvil - LG X SCREEN, sistema Always On, 16 GB de memoria, Blanco",https://tiendas.mediamarkt.es/p/movil-lg-electronics-x-screen-sistema-blanco-1331840#specifications,08/25/18 - 18:48:16,LG,,,Sí ,,1331840.0,209.0,4.93 ,Android ,"De 4” a 4,9” ",IPS LCD ,,
16GB ,1.5 ,,"Móvil - LG Stylus II, 5,7"", 16GB, Quad-Core, red 4G, Negro",https://tiendas.mediamarkt.es/p/movil-lg-stylus-ii-52-16gb-quad-c-1331843#specifications,08/25/18 - 18:48:18,LG,,,,4 ,1331843.0,182.0,5.7 ,Android ,,,,
16GB ,3GB ,Sí ,"Móvil - Wiko U FEEL, 16GB, 4G, Pantalla HD de 5"", Cámara 13MP, Marrón",https://tiendas.mediamarkt.es/p/movil-wiko-u-feel-16gb-4g-pantalla-5-marron-1329459#specifications,08/25/18 - 18:48:19,Wiko,,,No ,,1329459.0,183.0,5 ,Android ,"De 5” a 5,4” ",IPS ,,
16GB ,3GB ,Sí ,"Móvil - Wiko U FEEL, 16GB, 4G, Pantalla HD de 5"", Cámara 13MP, Blanco",https://tiendas.mediamarkt.es/p/movil-wiko-u-feel-16gb-4g-pantalla-5-blanco-1329460#specifications,08/25/18 - 18:48:20,Wiko,,,No ,,1329460.0,185.0,5 ,Android ,"De 5” a 5,4” ",IPS ,,
16GB ,2 GB ,,"Móvil - Sony Xperia XA 5P, 16GB, red 4G, HDR, Verde Dorado",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xa-5p-16gb-red-4g-verdedorado-1332240#specifications,08/25/18 - 18:48:21,Sony,,,,8 ,1332240.0,199.0,5 ,Android ,,,,
16GB ,2 GB ,,"Móvil - Sony Xperia XA 5P, 16GB, red 4G, HDR, Rosa Dorado",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xa-5p-16gb-red-4g-rosa-1332241#specifications,08/25/18 - 18:48:24,Sony,,,,8 ,1332241.0,199.0,5 ,Android ,,,,
,,,"Móvil - iPhone SE de 16 GB, con red 4G, pantalla retina de 4"" y cámara de 12 mp, Gris espacial",https://tiendas.mediamarkt.es/p/movil-iphone-se-16-gb-red-4g-gris-1321139#specifications,08/25/18 - 18:48:25,Apple,,,Sí ,,1321139.0,478.0,4 ,iOS ,"4"" ",,,
,,,"Móvil - iPhone SE de 16 GB, con red 4G, pantalla retina de 4"" y cámara de 12 mp, Oro rosa",https://tiendas.mediamarkt.es/p/movil-iphone-se-16-gb-red-4g-rosa-1321142#specifications,08/25/18 - 18:48:26,Apple,,,Sí ,,1321142.0,467.0,4 ,iOS ,"4"" ",,,
16 GB ,3 GB ,,"Móvil - Zopo Speed 7, 3GB, red 4G, Pantalla FHD 5"", 16 GB, 13.2MP, Negro",https://tiendas.mediamarkt.es/p/movil-zopo-speed-7-3gb-red-4g-panta-1320302#specifications,08/25/18 - 18:48:30,Zopo,,,No ,,1320302.0,202.0,5 ,Android ,12.7 cm ,,,
16 GB ,3072 MB ,,"Móvil - Zopo Speed 7 plus, 4G, Pantalla FullHD 5.5"", 16 GB, 13 MP, Negro",https://tiendas.mediamarkt.es/p/movil-zopo-zp952-speed-7-plus-3gb-4g-negro-1320307#specifications,08/25/18 - 18:48:31,Zopo,,,No ,,1320307.0,206.0,5.5 ,Android ,"5.5"" ",,,
16 GB ,3 GB ,,"Móvil - Zopo Speed 7, 3GB, red 4G, Pantalla FHD 5"", 16 GB, 13.2MP, Blanco",https://tiendas.mediamarkt.es/p/movil-zopo-speed-7-3gb-red-4g-pantalla5-blanco-1320414#specifications,08/25/18 - 18:48:32,Zopo,,,No ,,1320414.0,202.0,5 ,Android ,12.7 cm ,,,
32GB ,3GB ,Sí ,"Móvil - Huawei GX8, 5.5"", 4G, Octa Core, 32GB, Gold",https://tiendas.mediamarkt.es/p/movil-huawei-gx8-5-5-4g-octa-core-1326415#specifications,08/25/18 - 18:48:35,Huawei,,,,8 ,1326415.0,399.0,5.5 ,Android ,"5.5"" ",,,
32GB ,3GB ,Sí ,"Móvil - Sony Xperia X 5P, 32GB, Red 4G, Full HD, Negro",https://tiendas.mediamarkt.es/p/movil-sony-xperia-x-5p-32gb-red-4g-negro-1327279#specifications,08/25/18 - 18:48:37,Sony,,,,,1327279.0,219.0,5 ,Android ,"De 5” a 5,4” ",Motor de imagen X-Reality™ para móviles ,,
32GB ,3GB ,Sí ,"Móvil - Sony Xperia X 5P, 32GB, Red 4G, Full HD, Blanco",https://tiendas.mediamarkt.es/p/movil-sony-xperia-x-5p-32gb-red-4g-blanco-1327280#specifications,08/25/18 - 18:48:38,Sony,,,,,1327280.0,219.0,5 ,Android ,"De 5” a 5,4” ",Motor de imagen X-Reality™ para móviles ,,
32GB ,3GB ,Sí ,"Móvil - Sony Xperia X 5P, 32GB, Red 4G, Full HD, Gold",https://tiendas.mediamarkt.es/p/movil-sony-xperia-x-5p-32gb-red-4g-gold-1327281#specifications,08/25/18 - 18:48:41,Sony,,,,,1327281.0,219.0,5 ,Android ,"De 5” a 5,4” ",Motor de imagen X-Reality™ para móviles ,,
32GB ,3GB ,Sí ,"Móvil - Sony Xperia X 5P, 32GB, Red 4G, Full HD, Rosa",https://tiendas.mediamarkt.es/p/movil-sony-xperia-x-5p-32gb-red-4g-rosa1327282#specifications,08/25/18 - 18:48:42,Sony,,,,,1327282.0,219.0,5 ,Android ,"De 5” a 5,4” ",Motor de imagen X-Reality™ para móviles ,,
16GB ,2GB ,Sí ,"Móvil - Motorola Moto G4, 5.5"", Full HD, Qualcomm Snapdragon 617, 2GB RAM, 16 GB, 13MP + 5MP, 4G, Dual SIM, Negro",https://tiendas.mediamarkt.es/p/movil-moto-g4-dual-sim-16-gb-5-5-full-hd-4g-negro-1329023#specifications,08/25/18 - 18:48:43,Motorola,,,,,1329023.0,186.0,5.5 ,Android ,"5.5"" ",,,
32 GB ,4 GB ,Sí ,"Móvil - Sony Xperia XA2 Ultra, 6"" Full HD, Snapdragon 630, 4 GB RAM, 32 GB, 23 MP, Vídeo 4K, Plata",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xa2-ultra-6-full-hd-ram-1399655#specifications,08/25/18 - 18:48:46,Sony,,,,8 ,1399655.0,369.0,6 ,Android ,,,,
32GB ,3GB ,Sí ,"Pack Móvil - Asus ZenFone MAX PLUS 5.7"",DS,4G,8N,32GB,Negro + Tarjeta MicroSD 16 GB",https://tiendas.mediamarkt.es/p/zenf-max-plus-57-32gb-tarjeta-sd-200006895#specifications,08/25/18 - 18:48:50,Asus,,,,8 ,200006895.0,299.0,5.7 ,Android ,"5.7"" ",,,
32 GB ,3 GB ,,"Móvil - Xiaomi Redmi 5, 5.7'', HD, SnapDragon 450, 3 GB RAM, 32 GB, Cámaras 12 y 5 MP, Dorado",https://tiendas.mediamarkt.es/p/movil-xiaomi-redmi-5-5.7-pulgadas-hd-1400534#specifications,08/25/18 - 18:48:50,Xiaomi,,,,8 ,1400534.0,153.0,,Android ,,,3300mAh ,
32 GB ,3 GB ,Sí ,"Móvil - Sony Xperia XA2, 5.2"" Full HD, RAM 3 GB, 32 GB, Cámara 23 MP, Vídeo 4K, Plata",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xa2-5.2-fullhd-ram3gb-32gb-23mp-plata-1399651#specifications,08/25/18 - 18:48:53,Sony,,,,8 ,1399651.0,279.0,5.2 ,Android ,,,,
256 GB ,,Sí ,"Móvil - iPhone 8, 256 GB, Red 4G LTE, Pantalla Retina HD de 4.7"", 12 MP, (PRODUCT)RED",https://tiendas.mediamarkt.es/p/movil-iphone-8-256-gb-red-4g-rojo-1405475#specifications,08/25/18 - 18:48:55,Apple,,,,6 ,1405475.0,935.0,4.7 ,iOS ,"De 4” a 4,9” ","True Tone, IPS ",,
256 GB ,,,"Móvil - Apple iPhone 8 Plus, 5.5"" Full HD, 12 MP + 7 MP, 256 GB, (PRODUCT)RED",https://tiendas.mediamarkt.es/p/movil-apple-iphone-8-plus-5.5-full-hd-rojo-1405477#specifications,08/25/18 - 18:48:55,Apple,,,,,1405477.0,1035.0,5.5 ,iOS 11 ,"5.5"" ",,Retina HD ,
8 ,512 MB ,Sí ,"Móvil - Wiko Sunny 2 Plus, 5"", Quad-Core, Dual Sim, 8 GB, 5 MP + 2 MP, Negro",https://tiendas.mediamarkt.es/p/movil-wiko-sunny-2-plus-5-quad-core-8gb-negro-1407891#specifications,08/25/18 - 18:48:57,Wiko,,,,,1407891.0,67.99,5 ,Android ,,,,
32 GB eMMC 5.0 Flash ,3GB ,,"Móvil - Xiaomi Redmi Note 4, 5.5"" Full HD, 3GB RAM, 13MPx, Memoria 32GB, Dual Sim, Dorado",https://tiendas.mediamarkt.es/p/movil-xiaomi-redmi-note-4-5.5-full-hd-3gb-1393678#specifications,08/25/18 - 18:48:58,Xiaomi,,,,8 ,1393678.0,166.0,5.5 ,Android ,"5.5"" ",,LCD ,
